Year,st,State,Gini,,,
1965,1,Alabama,0.46,,,
1965,2,Alaska,0.43,,,
1965,3,Arizona,0.48,,,
1965,4,Arkansas,0.49,,,
1965,5,California,0.46,,,
1965,6,Colorado,0.46,,,
1965,7,Connecticut,0.46,,,
1965,8,Delaware,0.53,,,
1965,9,District of Columbia,0.49,,,
1965,10,Florida,0.49,,,
1965,11,Georgia,0.48,,,
1965,12,Hawaii,0.48,,,
1965,13,Idaho,0.47,,,
1965,14,Illinois,0.45,,,
1965,15,Indiana,0.43,,,
1965,16,Iowa,0.46,,,
1965,17,Kansas,0.47,,,
1965,18,Kentucky,0.46,,,
1965,19,Louisiana,0.46,,,
1965,20,Maine,0.44,,,
1965,21,Maryland,0.46,,,
1965,22,Massachusetts,0.46,,,
1965,23,Michigan,0.44,,,
1965,24,Minnesota,0.46,,,
1965,25,Mississippi,0.48,,,
1965,26,Missouri,0.46,,,
1965,27,Montana,0.46,,,
1965,28,Nebraska,0.47,,,
1965,29,Nevada,0.47,,,
1965,30,New Hampshire,0.45,,,
1965,31,New Jersey,0.45,,,
1965,32,New Mexico,0.48,,,
1965,33,New York,0.47,,,
1965,34,North Carolina,0.47,,,
1965,35,North Dakota,0.46,,,
1965,36,Ohio,0.43,,,
1965,37,Oklahoma,0.48,,,
1965,38,Oregon,0.46,,,
1965,39,Pennsylvania,0.43,,,
1965,40,Rhode Island,0.44,,,
1965,41,South Carolina,0.45,,,
1965,42,South Dakota,0.49,,,
1965,43,Tennessee,0.47,,,
1965,44,Texas,0.48,,,
1965,45,Utah,0.45,,,
1965,46,Vermont,0.46,,,
1965,47,Virginia,0.47,,,
1965,48,Washington,0.43,,,
1965,49,West Virginia,0.45,,,
1965,50,Wisconsin,0.44,,,
1965,51,Wyoming,0.47,,,
1966,0,United States,0.47,,,
1966,1,Alabama,0.46,,,
1966,2,Alaska,0.44,,,
1966,3,Arizona,0.46,,,
1966,4,Arkansas,0.48,,,
1966,5,California,0.46,,,
1966,6,Colorado,0.46,,,
1966,7,Connecticut,0.45,,,
1966,8,Delaware,0.50,,,
1966,9,District of Columbia,0.50,,,
1966,10,Florida,0.50,,,
1966,11,Georgia,0.47,,,
1966,12,Hawaii,0.47,,,
1966,13,Idaho,0.45,,,
1966,14,Illinois,0.46,,,
1966,15,Indiana,0.44,,,
1966,16,Iowa,0.46,,,
1966,17,Kansas,0.46,,,
1966,18,Kentucky,0.46,,,
1966,19,Louisiana,0.47,,,
1966,20,Maine,0.45,,,
1966,21,Maryland,0.48,,,
1966,22,Massachusetts,0.48,,,
1966,23,Michigan,0.43,,,
1966,24,Minnesota,0.47,,,
1966,25,Mississippi,0.48,,,
1966,26,Missouri,0.46,,,
1966,27,Montana,0.45,,,
1966,28,Nebraska,0.46,,,
1966,29,Nevada,0.47,,,
1966,30,New Hampshire,0.45,,,
1966,31,New Jersey,0.45,,,
1966,32,New Mexico,0.53,,,
1966,33,New York,0.48,,,
1966,34,North Carolina,0.47,,,
1966,35,North Dakota,0.47,,,
1966,36,Ohio,0.43,,,
1966,37,Oklahoma,0.47,,,
1966,38,Oregon,0.45,,,
1966,39,Pennsylvania,0.45,,,
1966,40,Rhode Island,0.44,,,
1966,41,South Carolina,0.47,,,
1966,42,South Dakota,0.49,,,
1966,43,Tennessee,0.47,,,
1966,44,Texas,0.50,,,
1966,45,Utah,0.46,,,
1966,46,Vermont,0.46,,,
1966,47,Virginia,0.47,,,
1966,48,Washington,0.43,,,
1966,49,West Virginia,0.45,,,
1966,50,Wisconsin,0.45,,,
1966,51,Wyoming,0.47,,,
1967,0,United States,0.47,,,
1967,1,Alabama,0.46,,,
1967,2,Alaska,0.46,,,
1967,3,Arizona,0.46,,,
1967,4,Arkansas,0.47,,,
1967,5,California,0.47,,,
1967,6,Colorado,0.47,,,
1967,7,Connecticut,0.47,,,
1967,8,Delaware,0.52,,,
1967,9,District of Columbia,0.51,,,
1967,10,Florida,0.50,,,
1967,11,Georgia,0.47,,,
1967,12,Hawaii,0.48,,,
1967,13,Idaho,0.47,,,
1967,14,Illinois,0.46,,,
1967,15,Indiana,0.43,,,
1967,16,Iowa,0.47,,,
1967,17,Kansas,0.47,,,
1967,18,Kentucky,0.47,,,
1967,19,Louisiana,0.46,,,
1967,20,Maine,0.47,,,
1967,21,Maryland,0.47,,,
1967,22,Massachusetts,0.46,,,
1967,23,Michigan,0.44,,,
1967,24,Minnesota,0.47,,,
1967,25,Mississippi,0.48,,,
1967,26,Missouri,0.48,,,
1967,27,Montana,0.48,,,
1967,28,Nebraska,0.50,,,
1967,29,Nevada,0.48,,,
1967,30,New Hampshire,0.44,,,
1967,31,New Jersey,0.46,,,
1967,32,New Mexico,0.50,,,
1967,33,New York,0.48,,,
1967,34,North Carolina,0.47,,,
1967,35,North Dakota,0.46,,,
1967,36,Ohio,0.44,,,
1967,37,Oklahoma,0.47,,,
1967,38,Oregon,0.47,,,
1967,39,Pennsylvania,0.45,,,
1967,40,Rhode Island,0.46,,,
1967,41,South Carolina,0.47,,,
1967,42,South Dakota,0.49,,,
1967,43,Tennessee,0.47,,,
1967,44,Texas,0.49,,,
1967,45,Utah,0.46,,,
1967,46,Vermont,0.47,,,
1967,47,Virginia,0.46,,,
1967,48,Washington,0.44,,,
1967,49,West Virginia,0.46,,,
1967,50,Wisconsin,0.45,,,
1967,51,Wyoming,0.46,,,
1968,0,United States,0.47,,,
1968,1,Alabama,0.47,,,
1968,2,Alaska,0.48,,,
1968,3,Arizona,0.48,,,
1968,4,Arkansas,0.47,,,
1968,5,California,0.47,,,
1968,6,Colorado,0.48,,,
1968,7,Connecticut,0.50,,,
1968,8,Delaware,0.51,,,
1968,9,District of Columbia,0.50,,,
1968,10,Florida,0.51,,,
1968,11,Georgia,0.48,,,
1968,12,Hawaii,0.49,,,
1968,13,Idaho,0.47,,,
1968,14,Illinois,0.46,,,
1968,15,Indiana,0.43,,,
1968,16,Iowa,0.47,,,
1968,17,Kansas,0.47,,,
1968,18,Kentucky,0.46,,,
1968,19,Louisiana,0.46,,,
1968,20,Maine,0.45,,,
1968,21,Maryland,0.47,,,
1968,22,Massachusetts,0.47,,,
1968,23,Michigan,0.45,,,
1968,24,Minnesota,0.48,,,
1968,25,Mississippi,0.48,,,
1968,26,Missouri,0.48,,,
1968,27,Montana,0.50,,,
1968,28,Nebraska,0.51,,,
1968,29,Nevada,0.47,,,
1968,30,New Hampshire,0.45,,,
1968,31,New Jersey,0.46,,,
1968,32,New Mexico,0.48,,,
1968,33,New York,0.49,,,
1968,34,North Carolina,0.48,,,
1968,35,North Dakota,0.47,,,
1968,36,Ohio,0.44,,,
1968,37,Oklahoma,0.48,,,
1968,38,Oregon,0.47,,,
1968,39,Pennsylvania,0.45,,,
1968,40,Rhode Island,0.46,,,
1968,41,South Carolina,0.47,,,
1968,42,South Dakota,0.48,,,
1968,43,Tennessee,0.47,,,
1968,44,Texas,0.50,,,
1968,45,Utah,0.46,,,
1968,46,Vermont,0.47,,,
1968,47,Virginia,0.47,,,
1968,48,Washington,0.45,,,
1968,49,West Virginia,0.45,,,
1968,50,Wisconsin,0.46,,,
1968,51,Wyoming,0.48,,,
1969,0,United States,0.47,,,
1969,1,Alabama,0.46,,,
1969,2,Alaska,0.46,,,
1969,3,Arizona,0.47,,,
1969,4,Arkansas,0.50,,,
1969,5,California,0.47,,,
1969,6,Colorado,0.48,,,
1969,7,Connecticut,0.47,,,
1969,8,Delaware,0.51,,,
1969,9,District of Columbia,0.51,,,
1969,10,Florida,0.50,,,
1969,11,Georgia,0.47,,,
1969,12,Hawaii,0.50,,,
1969,13,Idaho,0.47,,,
1969,14,Illinois,0.46,,,
1969,15,Indiana,0.44,,,
1969,16,Iowa,0.47,,,
1969,17,Kansas,0.48,,,
1969,18,Kentucky,0.45,,,
1969,19,Louisiana,0.47,,,
1969,20,Maine,0.43,,,
1969,21,Maryland,0.48,,,
1969,22,Massachusetts,0.47,,,
1969,23,Michigan,0.45,,,
1969,24,Minnesota,0.48,,,
1969,25,Mississippi,0.50,,,
1969,26,Missouri,0.47,,,
1969,27,Montana,0.45,,,
1969,28,Nebraska,0.47,,,
1969,29,Nevada,0.48,,,
1969,30,New Hampshire,0.48,,,
1969,31,New Jersey,0.47,,,
1969,32,New Mexico,0.51,,,
1969,33,New York,0.49,,,
1969,34,North Carolina,0.46,,,
1969,35,North Dakota,0.47,,,
1969,36,Ohio,0.45,,,
1969,37,Oklahoma,0.48,,,
1969,38,Oregon,0.46,,,
1969,39,Pennsylvania,0.45,,,
1969,40,Rhode Island,0.47,,,
1969,41,South Carolina,0.48,,,
1969,42,South Dakota,0.49,,,
1969,43,Tennessee,0.47,,,
1969,44,Texas,0.49,,,
1969,45,Utah,0.46,,,
1969,46,Vermont,0.48,,,
1969,47,Virginia,0.46,,,
1969,48,Washington,0.46,,,
1969,49,West Virginia,0.44,,,
1969,50,Wisconsin,0.46,,,
1969,51,Wyoming,0.46,,,
1970,0,United States,0.46,,,
1970,1,Alabama,0.46,,,
1970,2,Alaska,0.46,,,
1970,3,Arizona,0.45,,,
1970,4,Arkansas,0.46,,,
1970,5,California,0.46,,,
1970,6,Colorado,0.46,,,
1970,7,Connecticut,0.46,,,
1970,8,Delaware,0.47,,,
1970,9,District of Columbia,0.55,,,
1970,10,Florida,0.49,,,
1970,11,Georgia,0.46,,,
1970,12,Hawaii,0.48,,,
1970,13,Idaho,0.51,,,
1970,14,Illinois,0.44,,,
1970,15,Indiana,0.43,,,
1970,16,Iowa,0.45,,,
1970,17,Kansas,0.45,,,
1970,18,Kentucky,0.45,,,
1970,19,Louisiana,0.48,,,
1970,20,Maine,0.43,,,
1970,21,Maryland,0.45,,,
1970,22,Massachusetts,0.47,,,
1970,23,Michigan,0.43,,,
1970,24,Minnesota,0.46,,,
1970,25,Mississippi,0.47,,,
1970,26,Missouri,0.45,,,
1970,27,Montana,0.47,,,
1970,28,Nebraska,0.48,,,
1970,29,Nevada,0.43,,,
1970,30,New Hampshire,0.43,,,
1970,31,New Jersey,0.46,,,
1970,32,New Mexico,0.49,,,
1970,33,New York,0.47,,,
1970,34,North Carolina,0.46,,,
1970,35,North Dakota,0.50,,,
1970,36,Ohio,0.43,,,
1970,37,Oklahoma,0.46,,,
1970,38,Oregon,0.45,,,
1970,39,Pennsylvania,0.42,,,
1970,40,Rhode Island,0.45,,,
1970,41,South Carolina,0.45,,,
1970,42,South Dakota,0.49,,,
1970,43,Tennessee,0.45,,,
1970,44,Texas,0.48,,,
1970,45,Utah,0.47,,,
1970,46,Vermont,0.46,,,
1970,47,Virginia,0.46,,,
1970,48,Washington,0.45,,,
1970,49,West Virginia,0.43,,,
1970,50,Wisconsin,0.44,,,
1970,51,Wyoming,0.46,,,
1971,0,United States,0.46,,,
1971,1,Alabama,0.45,,,
1971,2,Alaska,0.47,,,
1971,3,Arizona,0.46,,,
1971,4,Arkansas,0.47,,,
1971,5,California,0.46,,,
1971,6,Colorado,0.47,,,
1971,7,Connecticut,0.47,,,
1971,8,Delaware,0.49,,,
1971,9,District of Columbia,0.52,,,
1971,10,Florida,0.48,,,
1971,11,Georgia,0.46,,,
1971,12,Hawaii,0.46,,,
1971,13,Idaho,0.46,,,
1971,14,Illinois,0.45,,,
1971,15,Indiana,0.43,,,
1971,16,Iowa,0.45,,,
1971,17,Kansas,0.46,,,
1971,18,Kentucky,0.46,,,
1971,19,Louisiana,0.47,,,
1971,20,Maine,0.48,,,
1971,21,Maryland,0.45,,,
1971,22,Massachusetts,0.46,,,
1971,23,Michigan,0.44,,,
1971,24,Minnesota,0.47,,,
1971,25,Mississippi,0.48,,,
1971,26,Missouri,0.45,,,
1971,27,Montana,0.45,,,
1971,28,Nebraska,0.47,,,
1971,29,Nevada,0.50,,,
1971,30,New Hampshire,0.46,,,
1971,31,New Jersey,0.46,,,
1971,32,New Mexico,0.49,,,
1971,33,New York,0.47,,,
1971,34,North Carolina,0.44,,,
1971,35,North Dakota,0.46,,,
1971,36,Ohio,0.43,,,
1971,37,Oklahoma,0.46,,,
1971,38,Oregon,0.46,,,
1971,39,Pennsylvania,0.43,,,
1971,40,Rhode Island,0.45,,,
1971,41,South Carolina,0.45,,,
1971,42,South Dakota,0.45,,,
1971,43,Tennessee,0.46,,,
1971,44,Texas,0.49,,,
1971,45,Utah,0.47,,,
1971,46,Vermont,0.47,,,
1971,47,Virginia,0.46,,,
1971,48,Washington,0.45,,,
1971,49,West Virginia,0.41,,,
1971,50,Wisconsin,0.45,,,
1971,51,Wyoming,0.45,,,
1972,0,United States,0.46,,,
1972,1,Alabama,0.47,,,
1972,2,Alaska,0.46,,,
1972,3,Arizona,0.47,,,
1972,4,Arkansas,0.48,,,
1972,5,California,0.47,,,
1972,6,Colorado,0.49,,,
1972,7,Connecticut,0.47,,,
1972,8,Delaware,0.48,,,
1972,9,District of Columbia,0.49,,,
1972,10,Florida,0.49,,,
1972,11,Georgia,0.48,,,
1972,12,Hawaii,0.47,,,
1972,13,Idaho,0.45,,,
1972,14,Illinois,0.45,,,
1972,15,Indiana,0.44,,,
1972,16,Iowa,0.44,,,
1972,17,Kansas,0.46,,,
1972,18,Kentucky,0.44,,,
1972,19,Louisiana,0.46,,,
1972,20,Maine,0.44,,,
1972,21,Maryland,0.46,,,
1972,22,Massachusetts,0.46,,,
1972,23,Michigan,0.44,,,
1972,24,Minnesota,0.47,,,
1972,25,Mississippi,0.46,,,
1972,26,Missouri,0.45,,,
1972,27,Montana,0.44,,,
1972,28,Nebraska,0.46,,,
1972,29,Nevada,0.48,,,
1972,30,New Hampshire,0.45,,,
1972,31,New Jersey,0.48,,,
1972,32,New Mexico,0.49,,,
1972,33,New York,0.47,,,
1972,34,North Carolina,0.45,,,
1972,35,North Dakota,0.46,,,
1972,36,Ohio,0.44,,,
1972,37,Oklahoma,0.46,,,
1972,38,Oregon,0.45,,,
1972,39,Pennsylvania,0.44,,,
1972,40,Rhode Island,0.46,,,
1972,41,South Carolina,0.45,,,
1972,42,South Dakota,0.47,,,
1972,43,Tennessee,0.47,,,
1972,44,Texas,0.50,,,
1972,45,Utah,0.46,,,
1972,46,Vermont,0.46,,,
1972,47,Virginia,0.47,,,
1972,48,Washington,0.45,,,
1972,49,West Virginia,0.42,,,
1972,50,Wisconsin,0.44,,,
1972,51,Wyoming,0.47,,,
1973,0,United States,0.47,,,
1973,1,Alabama,0.46,,,
1973,2,Alaska,0.46,,,
1973,3,Arizona,0.48,,,
1973,4,Arkansas,0.48,,,
1973,5,California,0.48,,,
1973,6,Colorado,0.48,,,
1973,7,Connecticut,0.47,,,
1973,8,Delaware,0.47,,,
1973,9,District of Columbia,0.50,,,
1973,10,Florida,0.49,,,
1973,11,Georgia,0.48,,,
1973,12,Hawaii,0.48,,,
1973,13,Idaho,0.47,,,
1973,14,Illinois,0.46,,,
1973,15,Indiana,0.44,,,
1973,16,Iowa,0.48,,,
1973,17,Kansas,0.47,,,
1973,18,Kentucky,0.47,,,
1973,19,Louisiana,0.47,,,
1973,20,Maine,0.47,,,
1973,21,Maryland,0.47,,,
1973,22,Massachusetts,0.46,,,
1973,23,Michigan,0.44,,,
1973,24,Minnesota,0.47,,,
1973,25,Mississippi,0.49,,,
1973,26,Missouri,0.47,,,
1973,27,Montana,0.49,,,
1973,28,Nebraska,0.49,,,
1973,29,Nevada,0.48,,,
1973,30,New Hampshire,0.47,,,
1973,31,New Jersey,0.47,,,
1973,32,New Mexico,0.49,,,
1973,33,New York,0.47,,,
1973,34,North Carolina,0.44,,,
1973,35,North Dakota,0.47,,,
1973,36,Ohio,0.44,,,
1973,37,Oklahoma,0.49,,,
1973,38,Oregon,0.46,,,
1973,39,Pennsylvania,0.45,,,
1973,40,Rhode Island,0.46,,,
1973,41,South Carolina,0.45,,,
1973,42,South Dakota,0.49,,,
1973,43,Tennessee,0.48,,,
1973,44,Texas,0.49,,,
1973,45,Utah,0.46,,,
1973,46,Vermont,0.46,,,
1973,47,Virginia,0.47,,,
1973,48,Washington,0.46,,,
1973,49,West Virginia,0.44,,,
1973,50,Wisconsin,0.45,,,
1973,51,Wyoming,0.50,,,
1974,0,United States,0.47,,,
1974,1,Alabama,0.47,,,
1974,2,Alaska,0.47,,,
1974,3,Arizona,0.48,,,
1974,4,Arkansas,0.48,,,
1974,5,California,0.48,,,
1974,6,Colorado,0.49,,,
1974,7,Connecticut,0.48,,,
1974,8,Delaware,0.48,,,
1974,9,District of Columbia,0.50,,,
1974,10,Florida,0.49,,,
1974,11,Georgia,0.48,,,
1974,12,Hawaii,0.48,,,
1974,13,Idaho,0.48,,,
1974,14,Illinois,0.46,,,
1974,15,Indiana,0.45,,,
1974,16,Iowa,0.47,,,
1974,17,Kansas,0.48,,,
1974,18,Kentucky,0.47,,,
1974,19,Louisiana,0.48,,,
1974,20,Maine,0.47,,,
1974,21,Maryland,0.47,,,
1974,22,Massachusetts,0.47,,,
1974,23,Michigan,0.45,,,
1974,24,Minnesota,0.48,,,
1974,25,Mississippi,0.48,,,
1974,26,Missouri,0.47,,,
1974,27,Montana,0.49,,,
1974,28,Nebraska,0.49,,,
1974,29,Nevada,0.49,,,
1974,30,New Hampshire,0.46,,,
1974,31,New Jersey,0.47,,,
1974,32,New Mexico,0.50,,,
1974,33,New York,0.47,,,
1974,34,North Carolina,0.46,,,
1974,35,North Dakota,0.49,,,
1974,36,Ohio,0.44,,,
1974,37,Oklahoma,0.49,,,
1974,38,Oregon,0.47,,,
1974,39,Pennsylvania,0.45,,,
1974,40,Rhode Island,0.47,,,
1974,41,South Carolina,0.45,,,
1974,42,South Dakota,0.51,,,
1974,43,Tennessee,0.47,,,
1974,44,Texas,0.50,,,
1974,45,Utah,0.47,,,
1974,46,Vermont,0.47,,,
1974,47,Virginia,0.47,,,
1974,48,Washington,0.46,,,
1974,49,West Virginia,0.44,,,
1974,50,Wisconsin,0.46,,,
1974,51,Wyoming,0.49,,,
1975,0,United States,0.48,,,
1975,1,Alabama,0.47,,,
1975,2,Alaska,0.47,,,
1975,3,Arizona,0.50,,,
1975,4,Arkansas,0.50,,,
1975,5,California,0.48,,,
1975,6,Colorado,0.48,,,
1975,7,Connecticut,0.49,,,
1975,8,Delaware,0.48,,,
1975,9,District of Columbia,0.48,,,
1975,10,Florida,0.50,,,
1975,11,Georgia,0.48,,,
1975,12,Hawaii,0.49,,,
1975,13,Idaho,0.49,,,
1975,14,Illinois,0.47,,,
1975,15,Indiana,0.45,,,
1975,16,Iowa,0.48,,,
1975,17,Kansas,0.49,,,
1975,18,Kentucky,0.49,,,
1975,19,Louisiana,0.48,,,
1975,20,Maine,0.46,,,
1975,21,Maryland,0.46,,,
1975,22,Massachusetts,0.48,,,
1975,23,Michigan,0.46,,,
1975,24,Minnesota,0.47,,,
1975,25,Mississippi,0.48,,,
1975,26,Missouri,0.49,,,
1975,27,Montana,0.51,,,
1975,28,Nebraska,0.50,,,
1975,29,Nevada,0.50,,,
1975,30,New Hampshire,0.46,,,
1975,31,New Jersey,0.47,,,
1975,32,New Mexico,0.52,,,
1975,33,New York,0.47,,,
1975,34,North Carolina,0.46,,,
1975,35,North Dakota,0.50,,,
1975,36,Ohio,0.45,,,
1975,37,Oklahoma,0.49,,,
1975,38,Oregon,0.48,,,
1975,39,Pennsylvania,0.45,,,
1975,40,Rhode Island,0.47,,,
1975,41,South Carolina,0.45,,,
1975,42,South Dakota,0.52,,,
1975,43,Tennessee,0.47,,,
1975,44,Texas,0.50,,,
1975,45,Utah,0.47,,,
1975,46,Vermont,0.46,,,
1975,47,Virginia,0.47,,,
1975,48,Washington,0.46,,,
1975,49,West Virginia,0.43,,,
1975,50,Wisconsin,0.46,,,
1975,51,Wyoming,0.50,,,
1976,0,United States,0.48,,,
1976,1,Alabama,0.46,,,
1976,2,Alaska,0.46,,,
1976,3,Arizona,0.50,,,
1976,4,Arkansas,0.48,,,
1976,5,California,0.48,,,
1976,6,Colorado,0.48,,,
1976,7,Connecticut,0.49,,,
1976,8,Delaware,0.48,,,
1976,9,District of Columbia,0.48,,,
1976,10,Florida,0.49,,,
1976,11,Georgia,0.48,,,
1976,12,Hawaii,0.49,,,
1976,13,Idaho,0.48,,,
1976,14,Illinois,0.47,,,
1976,15,Indiana,0.46,,,
1976,16,Iowa,0.47,,,
1976,17,Kansas,0.48,,,
1976,18,Kentucky,0.47,,,
1976,19,Louisiana,0.47,,,
1976,20,Maine,0.46,,,
1976,21,Maryland,0.47,,,
1976,22,Massachusetts,0.47,,,
1976,23,Michigan,0.47,,,
1976,24,Minnesota,0.48,,,
1976,25,Mississippi,0.48,,,
1976,26,Missouri,0.47,,,
1976,27,Montana,0.51,,,
1976,28,Nebraska,0.50,,,
1976,29,Nevada,0.48,,,
1976,30,New Hampshire,0.45,,,
1976,31,New Jersey,0.47,,,
1976,32,New Mexico,0.50,,,
1976,33,New York,0.47,,,
1976,34,North Carolina,0.48,,,
1976,35,North Dakota,0.51,,,
1976,36,Ohio,0.45,,,
1976,37,Oklahoma,0.49,,,
1976,38,Oregon,0.47,,,
1976,39,Pennsylvania,0.45,,,
1976,40,Rhode Island,0.46,,,
1976,41,South Carolina,0.45,,,
1976,42,South Dakota,0.51,,,
1976,43,Tennessee,0.47,,,
1976,44,Texas,0.50,,,
1976,45,Utah,0.46,,,
1976,46,Vermont,0.48,,,
1976,47,Virginia,0.47,,,
1976,48,Washington,0.47,,,
1976,49,West Virginia,0.44,,,
1976,50,Wisconsin,0.47,,,
1976,51,Wyoming,0.47,,,
1977,0,United States,0.48,,,
1977,1,Alabama,0.48,,,
1977,2,Alaska,0.49,,,
1977,3,Arizona,0.48,,,
1977,4,Arkansas,0.48,,,
1977,5,California,0.49,,,
1977,6,Colorado,0.49,,,
1977,7,Connecticut,0.48,,,
1977,8,Delaware,0.46,,,
1977,9,District of Columbia,0.50,,,
1977,10,Florida,0.48,,,
1977,11,Georgia,0.48,,,
1977,12,Hawaii,0.47,,,
1977,13,Idaho,0.51,,,
1977,14,Illinois,0.47,,,
1977,15,Indiana,0.46,,,
1977,16,Iowa,0.48,,,
1977,17,Kansas,0.48,,,
1977,18,Kentucky,0.46,,,
1977,19,Louisiana,0.49,,,
1977,20,Maine,0.49,,,
1977,21,Maryland,0.47,,,
1977,22,Massachusetts,0.47,,,
1977,23,Michigan,0.46,,,
1977,24,Minnesota,0.48,,,
1977,25,Mississippi,0.50,,,
1977,26,Missouri,0.48,,,
1977,27,Montana,0.51,,,
1977,28,Nebraska,0.49,,,
1977,29,Nevada,0.52,,,
1977,30,New Hampshire,0.47,,,
1977,31,New Jersey,0.46,,,
1977,32,New Mexico,0.50,,,
1977,33,New York,0.47,,,
1977,34,North Carolina,0.46,,,
1977,35,North Dakota,0.54,,,
1977,36,Ohio,0.44,,,
1977,37,Oklahoma,0.50,,,
1977,38,Oregon,0.46,,,
1977,39,Pennsylvania,0.45,,,
1977,40,Rhode Island,0.47,,,
1977,41,South Carolina,0.46,,,
1977,42,South Dakota,0.58,,,
1977,43,Tennessee,0.49,,,
1977,44,Texas,0.50,,,
1977,45,Utah,0.46,,,
1977,46,Vermont,0.46,,,
1977,47,Virginia,0.46,,,
1977,48,Washington,0.47,,,
1977,49,West Virginia,0.45,,,
1977,50,Wisconsin,0.48,,,
1977,51,Wyoming,0.50,,,
1978,0,United States,0.48,,,
1978,1,Alabama,0.46,,,
1978,2,Alaska,0.49,,,
1978,3,Arizona,0.50,,,
1978,4,Arkansas,0.48,,,
1978,5,California,0.49,,,
1978,6,Colorado,0.49,,,
1978,7,Connecticut,0.48,,,
1978,8,Delaware,0.50,,,
1978,9,District of Columbia,0.51,,,
1978,10,Florida,0.49,,,
1978,11,Georgia,0.49,,,
1978,12,Hawaii,0.48,,,
1978,13,Idaho,0.49,,,
1978,14,Illinois,0.47,,,
1978,15,Indiana,0.46,,,
1978,16,Iowa,0.46,,,
1978,17,Kansas,0.49,,,
1978,18,Kentucky,0.47,,,
1978,19,Louisiana,0.49,,,
1978,20,Maine,0.47,,,
1978,21,Maryland,0.46,,,
1978,22,Massachusetts,0.47,,,
1978,23,Michigan,0.46,,,
1978,24,Minnesota,0.48,,,
1978,25,Mississippi,0.48,,,
1978,26,Missouri,0.47,,,
1978,27,Montana,0.51,,,
1978,28,Nebraska,0.48,,,
1978,29,Nevada,0.50,,,
1978,30,New Hampshire,0.44,,,
1978,31,New Jersey,0.48,,,
1978,32,New Mexico,0.46,,,
1978,33,New York,0.48,,,
1978,34,North Carolina,0.46,,,
1978,35,North Dakota,0.49,,,
1978,36,Ohio,0.45,,,
1978,37,Oklahoma,0.47,,,
1978,38,Oregon,0.48,,,
1978,39,Pennsylvania,0.46,,,
1978,40,Rhode Island,0.47,,,
1978,41,South Carolina,0.47,,,
1978,42,South Dakota,0.52,,,
1978,43,Tennessee,0.48,,,
1978,44,Texas,0.51,,,
1978,45,Utah,0.46,,,
1978,46,Vermont,0.45,,,
1978,47,Virginia,0.46,,,
1978,48,Washington,0.48,,,
1978,49,West Virginia,0.44,,,
1978,50,Wisconsin,0.46,,,
1978,51,Wyoming,0.49,,,
1979,0,United States,0.48,,,
1979,1,Alabama,0.48,,,
1979,2,Alaska,0.49,,,
1979,3,Arizona,0.50,,,
1979,4,Arkansas,0.49,,,
1979,5,California,0.49,,,
1979,6,Colorado,0.49,,,
1979,7,Connecticut,0.48,,,
1979,8,Delaware,0.48,,,
1979,9,District of Columbia,0.50,,,
1979,10,Florida,0.50,,,
1979,11,Georgia,0.48,,,
1979,12,Hawaii,0.50,,,
1979,13,Idaho,0.49,,,
1979,14,Illinois,0.47,,,
1979,15,Indiana,0.47,,,
1979,16,Iowa,0.48,,,
1979,17,Kansas,0.48,,,
1979,18,Kentucky,0.47,,,
1979,19,Louisiana,0.49,,,
1979,20,Maine,0.46,,,
1979,21,Maryland,0.48,,,
1979,22,Massachusetts,0.48,,,
1979,23,Michigan,0.46,,,
1979,24,Minnesota,0.48,,,
1979,25,Mississippi,0.48,,,
1979,26,Missouri,0.47,,,
1979,27,Montana,0.51,,,
1979,28,Nebraska,0.50,,,
1979,29,Nevada,0.49,,,
1979,30,New Hampshire,0.46,,,
1979,31,New Jersey,0.47,,,
1979,32,New Mexico,0.51,,,
1979,33,New York,0.48,,,
1979,34,North Carolina,0.47,,,
1979,35,North Dakota,0.51,,,
1979,36,Ohio,0.45,,,
1979,37,Oklahoma,0.49,,,
1979,38,Oregon,0.48,,,
1979,39,Pennsylvania,0.46,,,
1979,40,Rhode Island,0.47,,,
1979,41,South Carolina,0.46,,,
1979,42,South Dakota,0.53,,,
1979,43,Tennessee,0.48,,,
1979,44,Texas,0.50,,,
1979,45,Utah,0.47,,,
1979,46,Vermont,0.46,,,
1979,47,Virginia,0.47,,,
1979,48,Washington,0.47,,,
1979,49,West Virginia,0.45,,,
1979,50,Wisconsin,0.46,,,
1979,51,Wyoming,0.49,,,
1980,0,United States,0.49,,,
1980,1,Alabama,0.48,,,
1980,2,Alaska,0.51,,,
1980,3,Arizona,0.48,,,
1980,4,Arkansas,0.49,,,
1980,5,California,0.50,,,
1980,6,Colorado,0.50,,,
1980,7,Connecticut,0.50,,,
1980,8,Delaware,0.49,,,
1980,9,District of Columbia,0.50,,,
1980,10,Florida,0.51,,,
1980,11,Georgia,0.49,,,
1980,12,Hawaii,0.49,,,
1980,13,Idaho,0.48,,,
1980,14,Illinois,0.48,,,
1980,15,Indiana,0.47,,,
1980,16,Iowa,0.48,,,
1980,17,Kansas,0.49,,,
1980,18,Kentucky,0.49,,,
1980,19,Louisiana,0.51,,,
1980,20,Maine,0.47,,,
1980,21,Maryland,0.49,,,
1980,22,Massachusetts,0.48,,,
1980,23,Michigan,0.47,,,
1980,24,Minnesota,0.49,,,
1980,25,Mississippi,0.51,,,
